10001d9a,mDiffusion0HorizontalDegree
c6f43371,mMoveTime
c6f441cf,mBombEnabledOnReachNode
c6fd1caf,mHpNeutral
c7137255,mJitterUVScale
c7144702,mWaitOwnerPos
c72d21b,mDispDamage_OutStartXluAlpha
c7351c9f,mBlurNumStep1
c735d719,mBackAppearAngleLimitFromPlayerView
c739f350,mBurstEffectFrame
c73b1879,mPropellerImpact
c74c1bb3,AttackIndication
c75f34e6,mSplash_C_WallDropPaintTarget0FrameMax
c75f82a6,mCoopSplashDamageInsideMiddleValue
c75fb278,mHP_High
c76439a8,mCommandParams
c769fa8d,mSumisoaeTiming_Offset
c76c7c8f,ThankYou
c78032c5,mReflectNrmMaxY
c783b259,mPillarRorateDec
c78496ec,mHideDistance
c78b2e36,mObjColCapsuleParams[5]
c78dfe06,TouchIC_St
c790e9fb,mExplodeRadiusMiddle
c796a1e8,mIsJugglingMode
c7985ef,mUpdateRateLerpBias
c7990797,mFootPrintAnimBuffer[6]
c7aa3c35,mDemoStartWaitFrameDash
c7af67e7,ConsumeRt_Main_High
c7d732ea,mVirtualBombPosOffset
c7dddcec,mRiseFrame
c7df02a2,mThirdGroupSplashColRadius
c7df73aa,mRandomRewardBuffer[4]
c7e40392,Hair1_L_0004
c7ee738f,mSideStepSlideMoveFrm
c7f44d8,mWallDropPaintTarget1Speed
c7fd0324,center2_0300
c803fa83,legC2
c80689a9,mHitStop
c80cb814,mBombDamageRadiusFar_A
c810fec6,mSplash_A_WallDropPaintShockRadius
c81cf6a8,mFirstGroupBulletInitSpeedRandomX
c81f6900,mGuardRotRate
c824b226,mGraphIdx
c824d5c,LastHit
c8261604,mBurst_SplashOfstY_Ch0
c8270e78,mUmbrellaRayCheckLength
c8474ba3,mBoneDirectableParams
c860bcd2,mPlayerTouchKnockBack
c86838e9,mAutoExposureRangeMin
c86bad97,mMove_Acc
c87d697,mMutekiBulletIgnore
c8823c35,mApproachStateTargetHeight
c8834069,mHeightTable[13]
c8866322,mMissileSpeed
c8921a15,mScatterSplashDownDegree
c8a0ac97,mThirdAttendantsAppearFrameInReflesh2Demo
c8adb050,mCenterAngleOfSideMove
c8af1674,mBurst_SplashVelL_Ch0
c8b0d73e,mBurst_SplashPitL
c8b83edd,mOceanCausticsFadeEnd
c8c1260a,mCameraBuffer[21]
c8c95401,mSwingDownShotNWayDeltaAngle
c8cf61d4,mJetFootDamageAndPaintHeight
c8cf91d4,Xpose_00_Chrg
c8cfcc3a,mSpongeDamage
c8e1e1d4,Translate
c8ec0a61,mPaintBrushMoveSwingVelGnd
c8ff2dc4,Hair1_L_0001
c90438f1,TouchIC_Glng_St
c90b8cc9,mBarrierBottomPos
c92232c4,backB1_0103
c92a38b0,mSwingDownComboAttackNumLv3
c9321d5e,Wait_Plaza_DanceB
c935b0af,mBurst_KnockBackCoreImpact_Ch1
c9404525,mMoveColEnabled
c9511268,mLifeBody
c9543cd2,mHokoKnockBackInDrill
c95b5a53,mChaseParams
c95e449d,mChaseDistance
c973e30d,SakepuncherBulletSimpl
c974c918,mOceanNormAnisotropy
c97a1eb6,mEachGroupAfter_WallDropPaintTarget2FrameMax
c9835dbe,mPillarHeight_Succ
c9904351,mContinueFilter_Rate
c997e5d,mCheckWallRadius
c9aa79d0,mCoopSplashDamageOutsideMiddleValue
c9abd288,nape2_L_0005
c9b9475b,mSplash_D_WallDropPaintGroundRadius
c9bde38b,mOffset0
c9c99bf7,Lose_Glng
c9ca3782,OpInk_JumpGnd
c9cd407e,Talk_St
c9d22f9b,mCautionRoundExpandTime
c9df05c5,WalkHold_BBll
c9e93e45,mMass_Player
c9eb11c4,mBombPaintRadius_A
c9eb1d02,ChargeTurnL
c9f8c731,mSpeedCoef
c9fc1a73,mWeightStep
ca12b165,mSplashDamageOutsideMinRate
ca1aac58,FesWait
ca27e80,mHide_ViewRadius
ca283b94,mCreateSplashLengthFirstRandom
ca3566a2,mRejectDist
ca44694a,DokanWarp_MoveFrm
ca52fe2c,mThirdGroupSplashBetween
ca542539,mStartDelayTime
ca56a75f,mBurst_Radius_FarMid
ca59f2a5,mUseLv1First
ca639ef6,mRunStartDist
ca69cdb,mPunchPattern[1]
ca6eca66,mBurst_SeFrm_Ch0
ca749f33,mTrigTime
ca7a8603,mDuckers[8]
ca7e33d4,WaitHold_BBll
ca7f236b,mDispDamage_ScaleMiddle
ca879853,mCameraBuffer[11]
ca89e97d,mBomb_KnockBackImpact_MaxCharge
ca89fef9,mEachGroupAfter_WallDropPaintTarget2FrameMin
ca8c9cd1,mMoveSpeedCharge
ca9414ef,mFlySplash_Distance_First
caa449ad,mDamageScaleXZ
caab4853,mGndColOnMovingObj_Radius
cac0a6a1,mMoveFrame
cac49223,mSmallModelDispRadius
cac5a206,mSplash_D_PositionOffset
caca989d,mLookAtableParams
cad18bd5,mSplash_B_FirstAroundAroundCollisionOffset
cae8385b,SakelienEscape
caebd8bc,mScale_Bias
caf3720d,mProudMessageBuffer[7]
cafb9adf,mWallDropPaintShockRadius
cb0dfb51,MoveVel_Stealth
cb1f549f,mStartPos_Offset0
cb2913ca,mBurst_PaintR_MaxCharge
cb2fa021,mNoiseProgressRealMax
cb32d4df,mStateChangeProbability
cb3605b5,mSwingDownShotStAnimOffset
cb423151,AppearSpinner
cb4a3920,SoundDuckerSet
cb4a51d,mFirstGroupBulletAfterCollsionRadiusForPlayerOffset
cb6431ec,mDozerInterval
cb64930,mIsLineDot
cb6f2b9c,ShiokaraC
cb70d292,mGuideSpeedMaxCharge_Special
cb735b33,Weapon_Landing00
cb75975f,mSplash_D_InitSpeedRandomZ
cb7765b1,mActionBuffer[7]
cb7e826a,TouchIC_BBll
cb96ad93,WaitHold_Rllr_Sp
cb970d22,mNewsToFestRegion
cb9bd8a6,mAutoExposureRangeMax
cba0aa54,mNoiseUVScale_Curl
cba3c7fa,mCloseEyeFrame
cba44c1d,mCoopSecondGroupBulletFirstDamageMaxValue
cba44f0a,mMonitorColLength
cba512b3,mDemoPushFrame
cba751f5,mBattleStartDemo_ContinueDelay
cbacd036,mIgnorePlayerColFrame
cbb05c97,mThirdGroupSideLine
cbc79ae7,mActionBuffer[14]
cbc95399,backA2_0103
cbd1d12e,mScatteringIntensity
cbdad0c0,mSideStepUnrelaxMoveJumpGnd
cbdba4ec,mBankableRadiusXZ
cbea666e,mFlySplash_PaintRadius_Ch0
cbeb19d1,mBurst_Landing_Height_H
cbf69721,mSwingDownComboStFrame
cc02cddc,mKnockbackBasePos
cc052a35,mEnableVolumeAngle
cc194ebf,mPunchPattern[28]
cc1ae788,mThirdGroupSplashFromSecondToLastOneOccur
cc1f8952,mRotateAngle
cc2cbf39,mFrameNoDamage
cc308d5e,mFrameEatBomb
cc3365fb,mNear_Impact_Player
cc34b96c,mChargeEndColOffsetZ
cc3ba4a7,float
cc3e6828,mSpout_RotateMaxSpeedDegree_First
cc4325ee,mBreak_NoDamageFrm
cc4687a8,GearSkillChip
cc46891a,ChargeSt1
cc4d6737,mIsChangeByProgram
cc5476a2,mStartWait
cc6371b2,mFrameFlying
cc7d73a3,mImpactVeryWeak
cc7e3fd,mChargeStAcc
cc7f6fd5,Drink
cc88e427,mChaseTargetOffsetY
cc8a2fae,WaitHold_BigLaser
cc91848d,mTakopterShotPredictFrame
cc91c3a6,mFirstGroupBulletAfterDamageRateOffset
cc940ee8,mFirstGroupBulletFirstPaintNearR
cc9bc890,BodyFinalEd
cca1213,Level3Demo
cca7696d,mTurnSpeed
cca8cff8,Hair4_R_0005
ccaadca7,mSplash_B_InitSpeedOffset
ccac49ae,mBurst_SplashPitL_Enemy
ccb6c77,mEnvMapFogOff
ccb6dcab,LookAround
ccb9fd8c,mIsValidAxisY
ccbd4e23,mAttackPatternSequenceLv2
ccc6f2f3,mRotateMaxSpeedFrame
ccd06475,mAttLerpRatio
ccd589b4,mLand_RotKd
ccde05b2,WaitOn
ccde79dd,Xpose_00_Glng
ccf29938,mSurprisedMessageBuffer[8]
ccf946ba,mSplashAnglePitchA
cd0649e7,mOctaBaseCampMap_ExposureExp
cd1355b0,Wait_Shop_Twins
cd16acf,mRepaintForwardThreshold
cd1b1059,Hair2_L_0001
cd1bc888,Rotation1
cd2ce866,mTargetSearchForceNoTargetFrame
cd2e36e3,mTransformPlayFrameBeforeRunning
cd2e700,WaitShoot_Glng
cd48724,mSpeedWait
cd52a10,mPushBackDistRateByVirtual
cd55c1b,Demo_LookAround02
cd5a6a63,mProbability
cd5eecca,WalkLeftHold_BigLaser
cd6b1596,mRandomStartFadeIn
cd6d3154,mPaintRadiusMin
cd7086ae,mHitStopFrameGlove
cd83503b,BreadRefresh2Guard
cd9003bc,mBarrierColRadiusAtEnd
cd9e036c,mSplash_D_InitSpeedBase
cda3e4d1,mRumblePower
cdabd6cd,mAttackPatternInMiddle_Lv1
cdafe547,front2_R_0105
cdb994f1,mScatterSplashUpDegree
cdc46ab5,mAngleLimitDeg
cdd81ea9,mPlayerSideJumpDistanceF
cdd873fe,Lose_Chrg
cde3e40f,mRandomizeInitSpeedY
cde50351,Dying_AroudFrm
ce01c2a0,mDanceAnimLv3[7]
ce11a007,ScaleB
ce12434d,mEnvMapLightDistance
ce1a8959,mLensDOF_MaxCoCSize.f32
ce1ecf4e,mPlayerSideJumpDistanceUD
ce22597f,GachiHokoDunk_Ed
ce38ecfd,mBombEnabledOnEnterEscape
ce3bb804,mColOffFrame
ce4412c4,Npc_Jerry_Skateboard
ce44e065,mStaticCapsuleParams[0]
ce450ed3,mInkBarKnockBack
ce4717bb,mBurst_WaitFrm
ce5579c9,mSplash_D_StraightFrame
ce5bad4a,mMaxDistanceShiftMuzzle
ce5ff0e6,mPunchPattern[18]
ce781157,mDynamicsParamsBuffer[8]
ce8f5edb,top_0104
ce90654,mSecondGroupBulletFirstPaintNearR
ce91e38f,mContactJumpPanelAddSpeedOneBoundRate_SettingOcta_
ce9ae469,mKColOffFrame
ce9d07a2,Dying_ChaseFrm
cea2cfe9,Wait_Plaza_LookAround_Insert
cea5064a,mSplash_D_DrawRadius
cea65c69,pauseVolume
cea7829c,SwingDownShotSign
ceac14cc,Wait1
cec18b9c,mRigidKdRotL
cec5645e,mWallDrop_Detach_PeakDirAngleDeg
cec965f,mImpact
ced9b698,mBubbleTargetStopBubbleBossrDist
cede3339,mSideInkBarPosXY
ceec1434,mStampEdWeakImpactColHeight
ceefd3dc,mSpeedStanding
cf059eb4,side1_L_0001
cf069b,mPlayerTargetSolidState
cf07abbc,mBurstRadiusAlpha
cf0c03d5,mShotSensorHearingLevel
cf0f4e2c,mPreDelayFrm_HumanMain
cf112f19,Wait_Making04_St
cf392635,MarkingTime_ShortRt
cf3b688e,mMark2_InkBarRotateMaxSpeed
cf4c30bb,mBurst_WaitFrm_Ch0
cf4cbcd7,mRollerHitImpactYSwingAround
cf551c28,mCoopInkConsumeUmbrella
cf555281,back1_0101
cf56052a,mExposePaintRate
cf6411cb,mFocusBoneLockOnLerp
cf678862,mBulletReactionBombYLift
cf6d16a6,mExplodeCrossPaintRadius
cf6d21c7,mIsCheckMuzzleHitCanopy
cf73bf03,Breathless
cf7cec6e,Build
cf7efa01,front1_R_0105
cf8151e0,mColOffsetStrong
cf8d2c89,mHP_Mid
cf8e5f12,mChaseBaseSpeed
cf93e42e,amiibo_Wait
cf9a9f53,mColOffsetZ
cfa1322b,mSplashDamageOutsideMaxDist
cfa45def,SpecatorCameraParam
cfb1963c,Bound
cfb21bc6,mSpout_SplashVelL_Third
cfb81434,mSwingDownHAttack
cfba9b46,mLeapStampStNoRotCnt
cfbf0831,mShiokaraDanceAnim[0]
cfc206b6,mSpeedLimit
cfcb9567,mRotSpeedInShot
cfdd2a94,mRainAreaFrameMid
cfe935a5,mGndColBlockOffsetY
cfe93f42,center4_0300
cfe9c24f,mCoopFirstGroupBurst_Damage_Middle
d01600e4,mTrackPaintableRadius
d0295d5c,mActorOffset
d0366dec,mUnemitJumpVelY
d04bcdc1,mEnableCustomMainLightColor
d05a1cea,mSplash_C_DefaultDeg
d05c4be4,mCoconutCam_FovY_Ganmi
d05f6641,JumpShoot_Glng00
d06010f6,mTargetChaseAirMaxXZSpeed
d067de6a,mSphereSplashRoundAxisY3
d06d36c4,mSwingDownComboMoveAcc
d0815e83,mReadyDucking_AmbienceFadeOut
d0896923,mSplashParams
d08d4e71,mNameInFrame
d09c25c4,front2_R_0105
d09ea9dc,mLaserPointerOffsetY
d0a55521,mWingChargeSpeedRotRatioMin
d0aa8556,mSwingDownShotSignRotFrame
d0b45e09,mShotMonitorOffset
d0b83ce,mPreDelayFrm_SquidMain
d0bffd06,mColDiffusionRadius
d0c2684f,mSplashNum
d0c75447,Wait_Making04
d0d09efd,mBulletHitPaintRadius
d0d7edc3,Splashed
d0db131a,SpecialTime_Up
d0f732b4,mAppearColHeight
d0fb7742,WalkDamage
d0fc38a2,mHitPlayerDrapHitPlayerOffset
d0fdc01e,mJumpVelPlayerBoost
d103898e,mAttackAnimFrame
d1042487,WaitAction1
d1084279,mSwingDownComboFrame
d114475a,mSideStepDropSplashBulletPaintDepthScaleRate
d1167f92,StaffRoll_ServiceWaitAll00
d118cbc2,legB2
d12d24d9,mBulletDrawRadiusSwellFrame
d12d7d67,mRollAngleSpeedDegPerSec
d13e3cfb,mPlayerHeightForExtraFrame
d143f932,mRandomDeg
d148ab90,mSecondStartLock
d14b88dd,mExplodeDistance
d152b1c8,mDefenceObjRadiusFlickerCancelFrame
d1553ce8,mZakoActiveMaxArray
d1591c2a,Wait_Shop_Change_Clt_M
d163483d,back1_0002
d171b249,BossWait
d178c24a,mTailFrame
d179e46,mFirstSearchPlayerFindDistance
d18bdffe,mMsgHintNoNoseDamageSec
d190b74c,Jump_JetPack00
d1987128,mHeightTable[12]
d19ae2f9,Hair1_R
d1b9c8b7,Win_BBll
d1bc37a0,mStartPos_YawDeg3
d1c505c8,Sakerocket
d1d34c98,mFootSplashOffset
d1d6cd7b,mCanopyOpenEndOffset
d1da174b,mCameraBuffer[20]
d1e16933,Hair3_L
d1ed1252,BreadAroundDemoOut
d1f033ec,mPlayerCollisionRadiusRate_FullCharge
d1ff9ce9,WaitDamage_Glng
d203425,mCorePaintWidthHalf
d204671d,BurstDamageRt_Main
d215c4c1,mLeanAngleDegByAcc
d2246dde,side1_L_0004
d224b8de,mOceanHeight
d22d01f6,Hair4_L_0200
d22eeb60,mRejectStickDownSquidFall
d246d885,mCol_Radius
d24b3858,mReachDistanceY
d2675e16,mFirstGroupBurst_Radius_Far
d268103c,mDiveFloatVelB
d269bd82,mBurst_Damage_Near_Mission
d26c54f0,mActionBuffer[6]
d27e626b,mBombCoreOffsetY
d28df406,Wait_Icon
d2a402ff,mWaterCutterChaseLimitSpeed
d2b34ea7,mApproachStartBaseSpeed
d2b7b36d,mMonitorPos
d2be00cc,Start
d2bfb311,mSideStepUnrelaxFrmMove
d2c6b9fd,mDegPitL
d2dcaba6,mActionBuffer[15]
d2e31a7a,mWarpDestroyDamageThreshold
d2e87562,mKillIkuraNum
d2ea0a65,mSumisoaeFadeTime
d2f33d14,mBoneDirectableHeadParams
d2f49b61,mOpenStTimeFrame
d2fd4ac4,mSniperCameraFovy
d30cda68,mRayCheckRadius
d314023f,mOppositeKnockbackIgnoreFrame
d31b3453,attack_end
d327236b,mDistanceY
d3316fe9,mHalfSphereThresholdY2
d3365b9,mCloseDist
d33b03b2,mSecondGroupBurst_Radius_Far
d33e593e,mPeriod_First
d3400757,mWaterFall_FadeOutTime_Coop
d34e04d8,mVolumeMaxDist
d3630ea1,mAirResistXZ
d36860d7,mDive_Eyesight_ViewAngle
d369e26b,mBalloonOffsetFest
d36b04c9,mEachGroupAfter_WallDropPaintTarget0Alpha
d37a92fb,mBurst_SplashVelH
d380aef6,mAreaParams
d39ca912,mCameraBuffer[10]
d3a0ca5c,mRollerCoreInterval
d3ac57d6,mSilhouetteAreaPatternSize
d3ad62ab,mPlayerJumpSpeed
d3b3a658,mAdditionalIkuraNum
d3b601ec,mRotSpeedInDamageFrameDeg
d3b848c5,mBurst_PaintR_FullCharge
d3bd776a,Sqd_Surprise
d3c1b6d4,mEnemyWeaponBombParams
d3c92ef2,mTargetFixDistLv4Drill
d3c9a4c8,mLostIkuraNum
d3d07fee,mGravityInAirBallFall
d3d0e810,mFlySplash_MinScaleHighest_Ch1
d3d410e,mFoculRange
d3d84a5f,Jump_Grind_GHoko
d3dc99f6,mDeltaTime
d3dd2154,mOctaMapDemoWaitTimeNext
d3e8434c,mProudMessageBuffer[6]
d3f006eb,mDropGoldenIkuraNum
d3f8c32,mGoCenterMinFrame
d3ff9e2e,mCoopFinalResult_MainLightDir
d4130ea3,mEachGroupAfter_WallDropPaintTarget1Speed
d41bfe7,mCoopBurst_Radius_Middle
d425d7b7,mAirRegistForInheritVelocity
d425f5b6,mPitchMin
d4347120,Hair3_L
d4399430,SwingDownShotEd2
d43ab860,mFrameOpen
d440b0f7,mMass_BombSplash
d4459223,Hair4_L
d447a88b,mDamageDropClam
d44962a7,mTargetChaseAirAddScaleXZ
d44e897a,Hair3_R
d4524691,mPlayerSideJumpGndColOffsetY
d454ea4f,mCoopSplashDamageMinValue
d4638978,OpInk_VelGnd_Shot
d47bced3,SakelienStandard
d47d36fc,mPlayerBindVel
d480133e,mAnimNameFtsb
d48121e3,mDamageToPlayerInMove
d48472ba,RunHold_Rllr
d49b5050,mColCapsuleRadiusForEnd
d4a6302f,mWaitActionChangeRate
d4aad31,mHideWallCheckOffset
d4ab3f9b,mProjShadowRotateAnim
d4ab41de,mInkBarableParams
d4b3fe5e,mMove_AccGnd
d4b81d80,mPillarOffset
d4bb670,mBombCoreRadiusMiddle
d4ccab5b,mBalloonRadius
d4cd3508,mSideStepUnrelaxMoveVelGnd
d4d044ba,mFaraway_AirKdY
d4d4220f,mInterval
d4d6f8,ChaseShotSt
d4d9b338,mShieldKnockbackRollerCore
d4dd5817,mOcta_FadeInDelay
d4e9077d,mRainDropsPaintRadius
d4e95810,mCoopDamageNear
d4ebfbdd,WaitGrindRightTurn
d4f1ffe8,mStealthFadeInFrame
d4f6d3,mIsShieldType
d4f7b448,mPaintFarCenterRadius
d4f9dcd2,mBurst_Landing_AddHeight_SJ_Mid
d5027ffe,mPunchPattern[29]
d50e929c,mWaitMinFrame
d5149806,mShotWayNum
d5278799,mSplash_B_PaintFarD
d5334ddc,FireR
d5385807,WaitShoot_Nrml
d54c75ac,mWallAvoidVelMax
d567c988,mAttackPatternUsesHeightLow
d575b540,mHitStopReactInterval
d576b104,mAccel0Frame
d58f52f,mRotSpeedChargeWait
d59589b2,Wait_MakingOcta03
d59a34d6,mChanceStAirPropEngineOffsetY
d59ca2dd,mCoopBurst_Damage_Middle
d5a6937c,Hair1_R
d5a7d7e6,Unknown
d5b390b6,mUmbrellaDynamicsSetParams
d5b7fa40,mRumbleFrame
d5c0d824,mBurst_Radius_FarHigh
d5c55c7f,front2_0103
d5cc02a7,Hair2_L_0001
d5cddb4c,mAttackAdditionalFrame
d5d5d5b,Hair1_R_0001
d5dd6c3e,mShotTargetPosDelayFrame
d5e52b9d,mChanceStateTime
d5e97a4c,mOutFrame
d5e9a879,mSurprisedMessageBuffer[9]
d5ee74e0,WaitDamage_Chrg
d5fa253,mAttackPatternInWatchMove_Lv3
d6050cbf,mMaxChargePaintRadiusRateLastSplashToOther
d60df77c,mMassPointLifeTime
d60f89a5,mHeadDirectionDistance
d6122335,mBurst_KnockBackRadius_FullCharge
d61a3de9,mBoneDirectableEyeParams
d61abe4f,mSplash_B_PaintNearD
d61cbb1b,mAnimPlayFrameStampSt
d621f6ae,mNoJumpFrame
d6231ddd,mPosX
d6248f54,mCutterChaseDelayFrame
d626a13,front2_0103
d63e604d,mSlowMoveSpeed
d658bd8,mEnemyRailableParams
d6707a10,mJumpGravitySink
d6710ca1,mBattleStartDemo_Delay
d6823e40,mSphereSplashNoOccurRoundYOver90RoundXMinus
d68e4621,mConnectionTime
d69b6a7f,Wait_Umbrella
d6a43970,mShiokaraDanceAnim[1]
d6a8511f,mOctaPlayerMake_FogBlendFactor
d6b1950b,mPlayerColRadius
d6c09fe5,DisappointedA
d6c3aba8,mCameraFrame
d6ca39d8,Hair2_L_0005
d6d7ac8d,mFlyHeightMove
d6dc735f,mDieHoleEraseFrame
d6e33023,Struggle_St
d6e583d7,mCanopySpeedAirAddScaleXZ
d6f8221f,T_ChaseR
d6fa4f94,mBarrierShapePlayerAtEnd
d700595d,Patrol
d7015688,Lost
d706cf85,mChargeSpeed
d706f6dc,mStampImpact
d713e380,mSpeedUpAcc
d7176c40,mThreatRadiusAtMax
d718b162,mPaintGauge_ShotPitchRt_RevKf
d71af3e1,mDanceAnimLv3[6]
d71f84ee,mMass_Pan
d72690a8,mSecondGroupBulletSecondAfterPaintNearD
d726c0d3,mGndCol_Enabled
d729e542,mHeightInDash
d72bd684,mHangOffset
d7329105,side2_R_0001
d732df8b,mLimit
d744c1a7,mPunchPattern[19]
d74ad93a,mFlySplash_MaxScaleHighest_Ch1
d74df6fc,mSplash_D_FirstAroundAroundCollisionRadius
d755eaaa,mAttackRangeLongMessageFrame
d75fd124,mStaticCapsuleParams[1]
d7632016,mDynamicsParamsBuffer[9]
d76f518,mInitPaintPos[3]
d77dbe53,back4_0004
d780dcc7,Level4Main
d782691b,mReactionForStepDist
d787dcbd,mHitStopNoiseLengthMax
d787fa9e,mBurst_Damage_Near_LastBoss
d7960c29,mOccurAnglePlayerFrontDeg
d79a7fca,mAttackFillColShape
d79b77fc,Hair1_R_0004
d7b35c6f,mMass
d7b87f7b,mStartTutorial_ExposureExp
d7bb33b3,mJumpHeight
d7c2eaa6,Search
d7c3f0cc,amiiboPose_StandingVss_01_Rllr
d7c994d2,mFeintAngle
d7d25c4a,BreadDie
d7d615f9,mPitchMax
d7e7f4ce,mWalkThroughCullingCoef
d7f0065d,side3_L_0004
d802b815,mSwingDownComboMoveSpeed
d807ce52,ServiceWaitHero
d80a41e5,TouchIC
d8134cd0,back4_0004
d8134f73,mDrillRollAcc
d81e4f97,mNegaAcc
d823433c,mPaintBrushNoOpInkEffect
d82ea627,mSideStepInputReqAcceptFrm
d82f5c3b,mSpeedH
d8353439,mGuideSpeedMinCharge_Special
d83947e9,mShotIntervalTarget4
d83b51b9,side1_R_0101
d83f5374,mBattleStartDemo_ContinueFadeIn
d849a79b,mSpout_Span_Second
d84d59a5,mBurst_Landing_Height
d85ef49a,FesMove
d8647bb3,mFirstGroupBulletFirstInitSpeedBase
d86c24dd,mPillarRotateDegInInkBar
d86e9d78,backA2_0103
d871c5ad,nw4f_root
d8730d42,mBombLaunchs
d87adda9,mRotFootFrame
d8818b46,mDrillRollMaxSpeed
d8859fb3,Wait_Twins
d890c0ef,CrowdPhysicalParam
d89527b4,AttackL0_Helmet
d89a1d7d,mThirdGroupBurst_Damage_Middle
d8a92ae4,mAttackPaintRadius
d8af69df,mPlayerServiceAnimBlendFrameArray
d8c9d3b8,mSpecularIntens
d8cc1cb0,mChanceStopRollAngle
d8fefe90,mBurstRadiusBravo
d90de494,mLightIntens
d916faef,mSpeedMinDist
d91c993d,mDefeatBossDistance
d924c7ff,mBombCoreCrossPaintRayRadius
d92d8c51,mCanons[2]
d941462,mColSizeWeak
d942ba19,mAttackArea_Height
d94415ab,mSwingDownComboEdFrameOnLast
d95a4398,mHide_SpeedChase
d9608dff,Jump_Grind_Glng
d961cd9c,Hair1_R_0201
d96747a8,front1_0101
d96f50d3,mMsgHintNoPaint1TimerSec
d98a62b2,mNextName
d98c6477,mFootPlayerColRadius
d9b3af9a,mChaseSpeed
d9ba3394,mCapsuleBuffer
d9befca5,FinalPull
d9cd58f4,Damage_Glng
d9d2dcc5,mComboParams
d9dafc4a,mFrameVanishAuto
d9ef04b3,mStartPosBackOffsetLength
d9fbaf65,mApproachWaitRotateDegreeMax
da098633,mColZLength
da1ffefb,mRollAngleDegMax
da276c39,sceneFadeOutSec
da2a4be0,mWaitLife
da3089d2,mSideStepUnrelaxFrmNoSquid2
da31ae28,mChargeEdFrame
da352937,mManualLodRadius
da3deca5,ChaseWait
da3e478f,mSplitAngleRange
da46704b,mWaitFrameBankable
da511449,mStartRunFrame
da5c86d5,mHeightTable[2]
da60a211,Hair2_R
da61e8cb,SitDown
da709514,mEndingForceEndFrame
da70c928,RunSlow
da7a1e81,backA2_0103
da82bd2f,mTalkEdInterp
da87ba11,mFestStartRegion
da9e6f4,mBurst_WarnFrm
da9e8cd8,mMoveSpeedAcc
daab2167,mCupKnockBack
dab24715,mImpactToPlayerInterval
dab346a7,mSoundProperty0DurationFrame
dab5137e,mSecondGroupSplashBetween
dabb3d35,mSearchHideWallRadius
dabb9099,mLeanAngleDegMax
dac60d2,mChaseEd_AirKd
dacb604f,mCollisionPlayerRadius
dad46f92,mAttackableHeightOut
dade2561,Attack_RllrBig
dae30fb6,mSideStepSlideMoveDistAir
dae80afe,mJump_KeepFrm
daebbd85,mDanceAnim[3]
daf7286,mSize
db00a725,mPatrolRotSpeed
db099f63,ThrowMiss_Umbrella
db0c4522,mNotInBattleReturnFrame
db11c12c,mSwingDownMiddleSplashDist
db26e7d6,mLand_MotionFrm
db2793d7,Hair2_R_0001
db2b86e5,mTargetDelay
db332081,mNotStayShowerButEscapeUnderBoss
db36a11a,mAfterStandUpWaitTime
db4ffcb4,mShockWaveCoreImpact
db526c8d,mSplash_D_WallDropPaintFallRadius
db5c1b4,mFuwaWidth
db702826,mLossLv2Num
db770cb9,mFaraway_AirKdXZ
db771ecd,mRotRateSink
db78bee8,mSplashMaxScaleHighest
db8577bc,Touched
db97ca6b,mAngleRangeAbs
dbba5c72,mCycleSlideCycle
dbc3408f,mRollerHitImpactY
dbc36ed5,mLeapStampJumpSpeed
dbd271d6,mFlyingHoheiMissileLaunchInterval
dbd9aeae,mKnockbackMaxSpeed
dbda0c3d,back5_0201
dbdc5cb3,mDynamicsSphereParams[9]
dbec0cfb,mIsSideMove
dbf1d4d,mSwingDownComboDist
dbf3cc5b,mSplashDegBias
dbf4fbc4,Sp_Start_BigLaser_Ed
dbff856d,Sp_Start_InkArmor
dc0300f,mEventMissile
dc066717,mCanDiveRate
dc110bea,mSplashNearFootMaxDistanceXZ
dc1cefd0,mAnimParamsBuffer[4]
dc2b41a8,mSphereScaleEndDist
dc2d80a2,mSecondGroupSplashFirstDropRandomRateMax
dc2f2358,Test
dc3b82b0,mWallDrop_Detach_Impact
dc4321bd,mUseBombInDokanWarp
dc46f9b1,RetractCharger
dc61d86a,mBubbleTargetStartPlayerBubbleDist
dc667a20,Hair2_L_0002
dc934b37,SwingAroundEd
dc96a3c8,mHPBurst
dc9bfa08,mOceanOuterMeshVertWidth
dcaca73f,mColOffsetY_Holding
dcbff36c,mWallDropPaintTarget2FrameMin
dccc2899,mMoveSpeed_Charge
dcdf0590,mEnergyAbsorbFrm
dce2b8a0,mSumisoaePitchDownTime
dce42e17,mGndCol_KnockbackSpeed
dce7230,mSplash_A_WallDropPaintTarget2AlphaRate
dced0d63,mPunchAllowanceCoolDown
dcef1f6a,mBurst_Damage_Middle
dcf52693,mSecondGroupBulletFirstPaintFarR
dcf78d7e,mRareMainWeaponNameBuffer
dcfd4b0b,RunHold_Nrml
dcff0ef2,SakelienGolden
dd06391b,Sqd_amiibo_Stretch
dd07d232,mBulletDrawRadiusInitRate
dd0be7c7,mBalloonOffsetJr
dd0dfef0,mSensorSphereRadius
dd1bad16,WaitGrindRightTurn_GHoko
dd222bb4,mShotNumOneTarget1
dd259048,mLastBoss1DemoSkipFade
dd282c5d,mBarrierBoundVelY
dd2f31bf,mScaleMoveReleaseFrame
dd39513a,mStampEdImpactColHeight
dd4161b6,WaitShoot_Rllr
dd4c64c1,Jet00_ToHuman
