10001d9a,mDiffusion0HorizontalDegree
c2b4f5c3,mSideStepDropSplashBulletColRadius
c2b7ac67,mZFogStart
c2bc5e3,mSilhouetteLineDotPitch
c2c76df2,mDynamicsSphereParams[8]
c2c878b4,Hair00_05_Wait_Making02_St
c2d0ac3e,mDropSpeedMin_Damage
c2ddfe10,mAttackPaintFinalRad
c2de1e3a,mWaterFall_DelayRate
c2e88abb,frequencyLow
c2eaafc9,ServiceWaitHero
c2ef7f85,Hair02_00_Demo_Walk02
c2fbc2f4,mAmiiboTalkCameraInterp
c301fa4f,mCurveType
c306090e,mTakoyakiTargetLinePatterns
c315ba07,mEmissionIntensSashimiInFest
c315ff7c,Hair02_01_Win_BBll_St
c31abd29,Surprised_Umbrella
c31ba076,mBarrierRadiusFlickerCancelFrame
c31baf09,mLaunchParamId
c32051c0,mChangeSpeedAcc
c3251598,mBurstDamage
c3298961,Shot
c32a0188,Y
c333b9a7,Hair03_00_ThrowHold
c33e4560,mPunchAttackContinuNumMin
c347b794,mHeightTable[3]
c34817ae,Hair02_00_Sp_Start_Ed
c34e6095,nape1_L_0005
c34e6095,nape1_L_0005_Scale
c350775d,Hair00_05_Wait_Making03
c35a3fd2,mHeightHigh
c36c72f8,mRadialFogShadowInfluence
c3752dc,mMaxCoC
c37b3853,mBulletPunchParam
c37e3ee3,mFallSpeedMax
c3858137,Player_Spec_RespawnSpecialGauge_Save
c3858137,RespawnSpecialGauge_Save
c388eb92,mEachGroupAfter_WallDropPaintTarget2AlphaRate
c38ee7dd,mControlForceBlackHall
c39b0bff,mSectionParams
c39b57d4,Demo_Result_Selfy
c3a5394b,mBurst_Landing_Height_SJ
c3a5464,mSideJumpRotBias
c3b0ecd0,animInterp_Obj_PlazaPole_A
c3b11ab5,mPatrolSpeed
c3b1d656,mPillarRotateSpeedRadInInkBar
c3b303a4,mGettingFrameRep
c3b60b4e,Chase
c3b97a9f,side2_L_0004
c3b97a9f,side2_L_0004_AnimReduce
c3bcbdc9,mMove_VelGnd_WeaponHeavy_Enemy
c3bd6d86,mInkBarFrame
c3c0239,mFirstGroupAfterWallCrossBoundRateOffset
c3c315ea,mThrowPlayerCollisionSub1Radius
c3c68cea,mRollerHitImpactYChargeCombo
c3c8e2e3,Jump_Nrml01_St
c3d1ee20,mKnockbackRollerCore
c3d3078,Rolling_Twins_Ed
c3d87b7a,ThrowBomb_Bubble
c3d921bc,mBarrier_MaxHeight
c3dd540,mPlayerMotionBuffer[2]
c3dd9485,front_C_AnimReduce
c3e22444,mAddVelGnd
c3e5112d,mSphereSplashDropPaintShotCollisionHitRadius
c3e5a34d,mParabolaPeakBias
c3f08cc4,mDanceAnim[2]
c3fc296,mAmbushAppearTime
c400650a,ServiceWaitPlayer
c405527d,SceneBgmVersusParams
c4060aaf,mMass_Shield
c41cb6b,mQuickQuakeFrameInPlayerArmorBreak
c41f6bf5,mPostNewsWait
c421294d,mShotSensorCalcWait
c425dfc8,mShotInsideDegree
c4284a2e,mMark2_InkBarRotateToMaxFrame
c42b6efd,mNewsTransform
c434e484,mSphereBuffer[0]
c43c22da,mArmor_MyColor_Bias
c444936a,mKeepOutColCenter
c44cd3a1,mRefresh1HoleEraseFrame
c44fa17d,mRoundArray
c45aede0,mSplash_A_PaintFarD
c45c3a08,mOverwrapDist
c460f0b7,MoveVel_Stealth_BigWeapon
c460f0b7,MoveVel_Stealth_BigWeapon_High
c47722d0,nape1_0200_Rotate
c47f16d3,mPunchPattern[9]
c47f3f7a,mApproachStateTargetMaxDegree
c48353b,nape2_0201
c48353b,nape2_0201_Rotate
c48b0646,mDamageDirect
c4968e5b,mSecondGroupGroundCrossBoundRateUpHillMax
c49ac20a,MainRt_Effect_Low
c4a257a7,Hair03_00_Wait_Making03
c4ab5c7c,mRequestUnemitTime
c4ab60db,mVerticalSwingFreq
c4aca8e8,Hair2_L_0003
c4aca8e8,Hair2_L_0003_AnimReduce
c4acd4a9,mSplash_C_WallDropPaintTarget0FrameMin
c4b11dd,mBackStepNearCancelPlayerDist
c4bd32c6,mContactDashPanelCrossSaveSpeedRate_SettingOcta_
c4c08771,JumpShoot_Nrml00
c4c3a6d6,mChargeRtAutoIncr_Low
c4cac337,mBurst_SplashPitL_Cnt1
c4cbe359,mSideStepChargeFrm
c4dd28c9,animInterp_Obj_PlazaPole_E
c4de21be,mIsEnablePriorityByDist
c4e2bd8,Hair3_L_0005
c4e2bd8,Hair3_L_0005_AnimReduce
c4e5dc29,mRopeRotateK
c4f41650,mStepSink_Kf
c4f5598e,mSpongeDamageInterval
c4fb979b,Hair03_00_ThrowHold_BothHands
c5039799,mIsIgnorePlayer_InTroubleToRestart
c50535b3,Walk_long
c507de91,mAnimParamsBuffer[5]
c50ad465,Hair03_00_Wait_Plaza_Chair
c510ccc,Hair1_L_0200
c510ccc,Hair1_L_0200_Rotate
c5162097,z_nape_L_0005_AnimReduce
c517e353,mCanopyChargeFrame
c51c6cf1,Hair00_05_amiiboPose_StandingVss_00_Nrml
c51e16bc,Hair02_00_Wait_Shop_Glng_Change
c51e1efe,WaitGrindRightTurn_Chrg
c52937db,WalkPaint
c53e9a3,mPeriod_Second
c54ada84,mPlayerTargetCircle3RandomOffsetZXVsOnlyOneTarget
c54e6a86,Hair02_00_ThrowHold_BothHands
c553842c,mCoopPaintFarDistance
c559f4e1,Hair01_05_JumpToRush_SuperStamp
c56001f3,mMaterialArray[]
c56fff82,mChargeStFrameFromAB
c573ac86,mSideStepTimeScaleFrm
c582533b,BurstDamageRt_Special
c582533b,BurstDamageRt_Special_High
c58e27fa,Sqd_amiibo_Relax
c58fb28e,mOpenStFrame
c590f885,RailKing_Demo4Wait
c59e3668,mBodyOffsetY
c5a0600,mFullChargeDistance_MWPUG_Mid
c5a30620,mDamageShotUpdateRate
c5b00499,mPosition
c5c5f7fc,Demo_13_Rap
c5c9556d,mInkBarNum
c5cfe2ac,mCoopSecondGroupBurst_Damage_Middle
c5d42600,Wait_Making03_St
c5debbb1,mCollisionSeVelDotGndTimes
c5e24c98,Demo_14_Panic
c5e4811f,mCloudThreshold
c5ea77fa,mRotateArray[]
c5ebebef,mImpactFrame
c5f2c6ab,mCylinderBuffer
c5f95d4f,mEachGroupFirst_WallDropPaintTarget0FrameMin
c5fb22bd,Hair02_00_StaffRoll_Wait
c606e782,mPreDelayFrm_KeepCharge
c60abd00,mEachGroupFirst_WallDropPaintTarget0FrameMax
c6173da9,mDistance
c61e1374,mFirstGroupBulletBoundPaintRadiusRate_MWPUG_High
c61ecc0e,animInterp_Lft_BtlFloor60x30x15_Octa
c61f93be,mSecondGroupSideLine
c6294d1e,front1_0001_AnimReduce
c63bdc80,mRiseBaseSpeedComeUnderRate
c6424225,mActorSizeZ
c64bedac,mFadeTime
c64f0ebd,T_Disappear
c6775d88,Level3Down
c67931f4,mCameraSwitchBuffer
c67b6580,mMultiTexType
c68da2ff,mSplash_D_WallDropPaintTarget1Frame
c6a4d7fa,mMovePaintFq
c6adbe41,mParticleRadius
c6ae6dd3,JumpShoot_Chrg01_Ed
c6afd356,WalkSwing_Rllr
c6b2490d,mFaraway_AlphaOutBias
c6b60324,mDynamicsParamsBuffer[13]
c6bc104,Sp_Start_BigLaser
c6c19c27,Hair02_01_Charge_SuperBall
c6cb453d,mIsUseGndCol
c6cb7024,mSecondGroupBurst_Radius_Middle
c6dd8d79,mPlayerInclusionShrink
c6def99a,mVoiceActorInWorld
c6e07a27,MarkingTime_ShortRt_Trap
c6e07a27,MarkingTime_ShortRt_Trap_Mid
c6e12bf7,mBurst_SeFrm_Cnt0
c6ed3288,mCoopThirdGroupBurst_PaintRFar
c6ee778,mCollisionPlayerRadiusMin
c6efb22c,mFootSplashWaitFrame
c6f26adc,mEnableHeightAttenu
c6f37f76,mRailFollowable
c6f43371,mMoveTime
c6f441cf,mBombEnabledOnReachNode
c6fbeaed,animInterp_Obj_PlazaPost
c6fd1caf,mHpNeutral
c7042342,Hair00_05_amiiboPose_Standing_Photo
c7137255,mJitterUVScale
c7144702,mWaitOwnerPos
c717536b,SpecialRt_Effect_High
c718f8e3,animInterp_Lft_LastBossBox120x120x50_Octa
c7208cc2,Hair02_00_Wait_MakingOcta00
c720efbe,Happy_loop
c72d21b,mDispDamage_OutStartXluAlpha
c7351c9f,mBlurNumStep1
c735d719,mBackAppearAngleLimitFromPlayerView
c739f350,mBurstEffectFrame
c73b1879,mPropellerImpact
c73d46cf,mAt
c73f0e72,Jump_Tornado00_St
c74b212d,Hair03_00_Demo_Result_00
c74c1bb3,AttackIndication
c75f34e6,mSplash_C_WallDropPaintTarget0FrameMax
c75f82a6,mCoopSplashDamageInsideMiddleValue
c75fb278,mHP_High
c76439a8,mCommandParams
c769fa8d,mSumisoaeTiming_Offset
c76a9c71,Hair02_00_Win_BBll
c76c7c8f,ThankYou
c7751939,Hair03_00_Shoot_GHoko
c78032c5,mReflectNrmMaxY
c783b259,mPillarRorateDec
c78496ec,mHideDistance
c78b2e36,mObjColCapsuleParams[5]
c78b6e52,Hair00_05_Rolling_Twins_Ed
c78dfe06,TouchIC_St
c790e9fb,mExplodeRadiusMiddle
c796a1e8,mIsJugglingMode
c7985ef,mUpdateRateLerpBias
c7990797,mFootPrintAnimBuffer[6]
c7a83f4,mSphereSplashDropPaintRadiusRate_MWPUG_High
c7aa3c35,mDemoStartWaitFrameDash
c7af67e7,ConsumeRt_Main_High
c7af67e7,ConsumeRt_Main_High_Mid
c7c723ad,Hair02_00_Lose_Glng_St
c7c746e3,Hair02_00_ThrowBomb_Curling
c7d732ea,mVirtualBombPosOffset
c7d98cf7,SitDown_Cellphone
c7dc0f21,mScaleMax
c7dddcec,mRiseFrame
c7df02a2,mThirdGroupSplashColRadius
c7df73aa,mRandomRewardBuffer[4]
c7e40392,Hair1_L_0004
c7e40392,Hair1_L_0004_Translate
c7e729e8,PlazaWait_Umbrella
c7e82c7d,mCanopyNakedFrame_MWPUG_High
c7eca625,amiiboPose_StandingVss_06
c7ee738f,mSideStepSlideMoveFrm
c7f44d8,mWallDropPaintTarget1Speed
c7f94337,Hair00_05_Lose_Glng_St
c7fd0324,center2_0300
c7fd0324,center2_0300_Translate
c803fa83,legC2
c80689a9,mHitStop
c80cb814,mBombDamageRadiusFar_A
c810fec6,mSplash_A_WallDropPaintShockRadius
c81cf6a8,mFirstGroupBulletInitSpeedRandomX
c81f6900,mGuardRotRate
c824b226,mGraphIdx
c824d5c,LastHit
c8261604,mBurst_SplashOfstY_Ch0
c8270e78,mUmbrellaRayCheckLength
c82e3a78,Hair01_05_GetWeapon
c84134ed,Hair02_00_Sp_Start_SprLanding
c8437925,Hair03_00_ThrowMiss
c8474ba3,mBoneDirectableParams
c84fbf9a,mBurst_Radius_ThirdShotRate
c860bcd2,mPlayerTouchKnockBack
c860c46e,Hair02_01_Wait_Making04_St
c86838e9,mAutoExposureRangeMin
c86bad97,mMove_Acc
c86d8b72,animInterp_Obj_DashPanel
c87d697,mMutekiBulletIgnore
c8823c35,mApproachStateTargetHeight
c8834069,mHeightTable[13]
c8866322,mMissileSpeed
c88a0f9e,mPose
c890327d,amplitudeLow
c8921a15,mScatterSplashDownDegree
c8a0ac97,mThirdAttendantsAppearFrameInReflesh2Demo
c8adb050,mCenterAngleOfSideMove
c8af1674,mBurst_SplashVelL_Ch0
c8b0d73e,mBurst_SplashPitL
c8b83edd,mOceanCausticsFadeEnd
c8c1260a,mCameraBuffer[21]
c8c95401,mSwingDownShotNWayDeltaAngle
c8cf61d4,mJetFootDamageAndPaintHeight
c8cf91d4,Xpose_00_Chrg
c8cfcc3a,mSpongeDamage
c8e1e1d4,Translate
c8e3e50d,animInterp_Obj_Tree05
c8ec0a61,mPaintBrushMoveSwingVelGnd
c8f794fa,Hair02_00_Walk
c8ff2dc4,Hair1_L_0001
c8ff2dc4,Hair1_L_0001_Scale
c90438f1,TouchIC_Glng_St
c9076add,Hair02_00_Xpose_00_Umbrella
c908c3e0,RailKing_Demo2_0
c90b8cc9,mBarrierBottomPos
c92232c4,backB1_0103
c92232c4,backB1_0103_Rotate
c92278e2,nape1_0002_Rotate
c926a40a,animInterp_Obj_Box00LHard
c92a38b0,mSwingDownComboAttackNumLv3
c92abfbf,Hair02_00_Demo_09_HelpInBlender
c9321d5e,Wait_Plaza_DanceB
c935b0af,mBurst_KnockBackCoreImpact_Ch1
c9404525,mMoveColEnabled
c94bc41d,mBoneNames[8]
c9511268,mLifeBody
c953b208,Hair02_01_GachiHokoDunk_Ed
c9543cd2,mHokoKnockBackInDrill
c95b5a53,mChaseParams
c95e449d,mChaseDistance
c9605abf,Hair02_00_StaffRoll_Wait_LookUp
c973e30d,SakepuncherBulletSimpl
c974c918,mOceanNormAnisotropy
c976dc4c,mWarpDestroyNum
c97a1eb6,mEachGroupAfter_WallDropPaintTarget2FrameMax
c9835dbe,mPillarHeight_Succ
c9904351,mContinueFilter_Rate
c990857d,Hair00_05_amiiboPose_StandingVss_02_Rllr
c990df51,front_top_0103_Rotate
c997e5d,mCheckWallRadius
c9a8763e,mDamageMinRate
c9aa79d0,mCoopSplashDamageOutsideMiddleValue
c9abd288,nape2_L_0005
c9abd288,nape2_L_0005_Rotate
c9b9475b,mSplash_D_WallDropPaintGroundRadius
c9bde38b,mOffset0
c9c1f1db,Hair00_05_RollingShoot_Twins
c9c29ae6,z_Hair_R_0004_Translate
c9c99bf7,Lose_Glng
c9ca3782,OpInk_JumpGnd
c9ca3782,OpInk_JumpGnd_Low
c9cd407e,Talk_St
c9d22f9b,mCautionRoundExpandTime
c9df05c5,WalkHold_BBll
c9e93e45,mMass_Player
c9eb11c4,mBombPaintRadius_A
c9eb1d02,ChargeTurnL
c9f8c731,mSpeedCoef
c9f953ab,Hair03_00_TouchIC
c9fc1a73,mWeightStep
ca09c52,mRadiusBurstMax
ca12b165,mSplashDamageOutsideMinRate
ca19ea59,mGuardAngleCurve
ca1aac58,FesWait
ca20de0f,RunHold_SuperStamp
ca27e80,mHide_ViewRadius
ca283b94,mCreateSplashLengthFirstRandom
ca3566a2,mRejectDist
ca44694a,DokanWarp_MoveFrm
ca44694a,DokanWarp_MoveFrm_Low
ca52fe2c,mThirdGroupSplashBetween
ca542539,mStartDelayTime
ca56a75f,mBurst_Radius_FarMid
ca59f2a5,mUseLv1First
ca61cf9e,JumpShoot_Glng00_Downpour
ca639ef6,mRunStartDist
ca69cdb,mPunchPattern[1]
ca6eca66,mBurst_SeFrm_Ch0
ca749f33,mTrigTime
ca7a8603,mDuckers[8]
ca7e33d4,WaitHold_BBll
ca7f236b,mDispDamage_ScaleMiddle
ca85346f,Hair02_01_Jump_BigLaserP00_Ed
ca879853,mCameraBuffer[11]
ca89e97d,mBomb_KnockBackImpact_MaxCharge
ca89fef9,mEachGroupAfter_WallDropPaintTarget2FrameMin
ca8c9cd1,mMoveSpeedCharge
ca9414ef,mFlySplash_Distance_First
caa449ad,mDamageScaleXZ
caa93cad,mSwingPlayerBulletCollisionSize1
caab4853,mGndColOnMovingObj_Radius
caafb008,WaitHold_Glng_Sp_Downpour
cac0a6a1,mMoveFrame
cac2fc31,BrokenDemo
cac49223,mSmallModelDispRadius
cac5a206,mSplash_D_PositionOffset
caca989d,mLookAtableParams
cad18bd5,mSplash_B_FirstAroundAroundCollisionOffset
cad3669a,mSecondGroupBulletDamageRate_MWPUG_Mid
cae8385b,SakelienEscape
caebd8bc,mScale_Bias
caf3720d,mProudMessageBuffer[7]
cafb9adf,mWallDropPaintShockRadius
cb047784,mBangDownBig_BangDown_Frame
cb0dfb51,MoveVel_Stealth
cb0dfb51,MoveVel_Stealth_Low
cb11a17c,mNC_Burst_PaintR
cb175c6f,WaitGrindLeftTurn_SprMissle
cb1f549f,mStartPos_Offset0
cb2913ca,mBurst_PaintR_MaxCharge
cb2fa021,mNoiseProgressRealMax
cb3030e5,ThrowBomb_SuperBall
cb32d4df,mStateChangeProbability
cb3605b5,mSwingDownShotStAnimOffset
cb37f0e7,Hair01_05_amiiboPose_StandingVss_05
cb423151,AppearSpinner
cb4a3920,SoundDuckerSet
cb4a51d,mFirstGroupBulletAfterCollsionRadiusForPlayerOffset
cb6431ec,mDozerInterval
cb64930,mIsLineDot
cb672b47,mBangDownSmall_BulletShieldThickNess
cb6f2b9c,ShiokaraC
cb70d292,mGuideSpeedMaxCharge_Special
cb731184,mCollisionPlayerRadiusMaxFirstShotRate
cb735b33,Weapon_Landing00
cb75975f,mSplash_D_InitSpeedRandomZ
cb7765b1,mActionBuffer[7]
cb79aa1a,front2_0001_Scale
cb7e826a,TouchIC_BBll
cb96ad93,WaitHold_Rllr_Sp
cb970d22,mNewsToFestRegion
cb9bd8a6,mAutoExposureRangeMax
cba0aa54,mNoiseUVScale_Curl
cba3c7fa,mCloseEyeFrame
cba44c1d,mCoopSecondGroupBulletFirstDamageMaxValue
cba44f0a,mMonitorColLength
cba512b3,mDemoPushFrame
cba751f5,mBattleStartDemo_ContinueDelay
cbacd036,mIgnorePlayerColFrame
cbb05c97,mThirdGroupSideLine
cbc79ae7,mActionBuffer[14]
cbc95399,backA2_0103
cbc95399,backA2_0103_Translate
cbcb99a0,base_AnimReduce
cbd1d12e,mScatteringIntensity
cbdad0c0,mSideStepUnrelaxMoveJumpGnd
cbdba4ec,mBankableRadiusXZ
cbea666e,mFlySplash_PaintRadius_Ch0
cbeb19d1,mBurst_Landing_Height_H
cbf305f0,mHumanMotionBuffer[]
cbf69721,mSwingDownComboStFrame
cc02cddc,mKnockbackBasePos
cc052a35,mEnableVolumeAngle
cc194ebf,mPunchPattern[28]
cc1ae788,mThirdGroupSplashFromSecondToLastOneOccur
cc1f8952,mRotateAngle
cc2cbf39,mFrameNoDamage
cc308d5e,mFrameEatBomb
cc3365fb,mNear_Impact_Player
cc34b96c,mChargeEndColOffsetZ
cc34dbbe,nape1_0003_AnimReduce
cc375700,mUniqueResName[]
cc3ba4a7,float
cc3e6828,mSpout_RotateMaxSpeedDegree_First
cc4325ee,mBreak_NoDamageFrm
cc4687a8,GearSkillChip
cc46891a,ChargeSt1
cc4d6737,mIsChangeByProgram
cc5476a2,mStartWait
cc5c4818,mSurprisedMessageBuffer[]
cc6371b2,mFrameFlying
cc6f198d,mHideActorBuffer[10]
cc6f777f,animInterp_Lft_DecaSlopeP60x30x150_Octa
cc7d73a3,mImpactVeryWeak
cc7e3fd,mChargeStAcc
cc7f6fd5,Drink
cc88e427,mChaseTargetOffsetY
cc8a2fae,WaitHold_BigLaser
cc91848d,mTakopterShotPredictFrame
cc91c3a6,mFirstGroupBulletAfterDamageRateOffset
cc940ee8,mFirstGroupBulletFirstPaintNearR
cc9bc890,BodyFinalEd
cca1213,Level3Demo
cca7696d,mTurnSpeed
cca8cff8,Hair4_R_0005
cca8cff8,Hair4_R_0005_Translate
ccaadca7,mSplash_B_InitSpeedOffset
ccac49ae,mBurst_SplashPitL_Enemy
ccb4a438,mMaxSpeed_Chase
ccb6c77,mEnvMapFogOff
ccb6dcab,LookAround
ccb9fd8c,mIsValidAxisY
ccbd4e23,mAttackPatternSequenceLv2
ccc5ccb8,Hair02_01_Demo_Start
ccc6f2f3,mRotateMaxSpeedFrame
ccd05828,FesB
ccd06475,mAttLerpRatio
ccd589b4,mLand_RotKd
ccd7a3f1,z_nape_0005_Scale
ccde05b2,WaitOn
ccde79dd,Xpose_00_Glng
ccf01e84,mEx
ccf29938,mSurprisedMessageBuffer[8]
ccf946ba,mSplashAnglePitchA
cd0649e7,mOctaBaseCampMap_ExposureExp
cd0d7ae7,amiibo_PoseB
cd1355b0,Wait_Shop_Twins
cd16acf,mRepaintForwardThreshold
cd1b1059,Hair2_L_0001
cd1b1059,Hair2_L_0001_Translate
cd1bc888,Rotation1
cd1f8622,mThrow_BackswingFrame
cd21634d,mBurst_SplashPitH_Cnt1
cd2ce866,mTargetSearchForceNoTargetFrame
cd2e36e3,mTransformPlayFrameBeforeRunning
cd2e700,WaitShoot_Glng
cd48724,mSpeedWait
cd52a10,mPushBackDistRateByVirtual
cd55c1b,Demo_LookAround02
cd5a6a63,mProbability
cd5eecca,WalkLeftHold_BigLaser
cd62c91f,animInterp_Obj_World05
cd655540,Hair00_05_amiiboPose_StandingVss_00_Rllr
cd6b1596,mRandomStartFadeIn
cd6b64e2,animInterp_Obj_PlazaPole_I
cd6d3154,mPaintRadiusMin
cd7086ae,mHitStopFrameGlove
cd73370c,mDegJumpBias_MWPUG_Mid
cd83503b,BreadRefresh2Guard
cd9003bc,mBarrierColRadiusAtEnd
cd9e036c,mSplash_D_InitSpeedBase
cda3e4d1,mRumblePower
cdabd6cd,mAttackPatternInMiddle_Lv1
cdafe547,front2_R_0105
cdafe547,front2_R_0105_AnimReduce
cdb994f1,mScatterSplashUpDegree
cdc46ab5,mAngleLimitDeg
cdc4b81,Jump_Glng00_St
cdd81ea9,mPlayerSideJumpDistanceF
cdd873fe,Lose_Chrg
cde3e40f,mRandomizeInitSpeedY
cde50351,Dying_AroudFrm
cde50351,Dying_AroudFrm_Mid
cdf5bf5e,Pose_B
cdfadb20,mHideActorBuffer[7]
ce01c2a0,mDanceAnimLv3[7]
ce0564e9,Demo_14_Swoon
ce0cef72,mCoopSecondGroupBurst_Radius_Far
ce11a007,ScaleB
ce12434d,mEnvMapLightDistance
ce1a8959,mLensDOF_MaxCoCSize
ce1a8959,mLensDOF_MaxCoCSize.f32
ce1ecf4e,mPlayerSideJumpDistanceUD
ce22597f,GachiHokoDunk_Ed
ce38ecfd,mBombEnabledOnEnterEscape
ce3bb804,mColOffFrame
ce40dd6f,T_Chase
ce4412c4,Npc_Jerry_Skateboard
ce44e065,mStaticCapsuleParams[0]
ce450ed3,mInkBarKnockBack
ce4717bb,mBurst_WaitFrm
ce5579c9,mSplash_D_StraightFrame
ce5bad4a,mMaxDistanceShiftMuzzle
ce5ff0e6,mPunchPattern[18]
ce781157,mDynamicsParamsBuffer[8]
ce8f5edb,top_0104
ce8f5edb,top_0104_Scale
ce90654,mSecondGroupBulletFirstPaintNearR
ce91e38f,mContactJumpPanelAddSpeedOneBoundRate_SettingOcta_
ce954f65,Hair03_00_Sp_Start_BigLaserP
ce9ae469,mKColOffFrame
ce9d07a2,Dying_ChaseFrm
ce9d07a2,Dying_ChaseFrm_Low
ce9f30c2,Hair03_00_GachiHokoDunk_St
cea2cfe9,Wait_Plaza_LookAround_Insert
cea2d868,Strange05
cea5064a,mSplash_D_DrawRadius
cea65c69,pauseVolume
cea7829c,SwingDownShotSign
ceac14cc,Wait1
ceb0f0a4,Hair02_00_Wait_Shop_Twins_Change
cec18b9c,mRigidKdRotL
cec5645e,mWallDrop_Detach_PeakDirAngleDeg
cec965f,mImpact
ced0a29f,mCoopCanopyAttackedDamageRate
ced9b698,mBubbleTargetStopBubbleBossrDist
cede3339,mSideInkBarPosXY
cee44393,mFirstGroupBulletBoundCollisionDrawRadiusRateEachBound
cee55efc,mCoopPaintNearDistance
ceec1434,mStampEdWeakImpactColHeight
ceee4376,mNews_ShadowMapSize
ceefd3dc,mSpeedStanding
cefb0f45,mSecondGroupBulletBoundCollisionDrawRadiusRateEachBound
cf059eb4,side1_L_0001
cf059eb4,side1_L_0001_AnimReduce
cf069b,mPlayerTargetSolidState
cf07abbc,mBurstRadiusAlpha
cf0bc75c,WalkBackHold_Nrml
cf0c03d5,mShotSensorHearingLevel
cf0f4e2c,mPreDelayFrm_HumanMain
cf112f19,Wait_Making04_St
cf392635,MarkingTime_ShortRt
cf392635,MarkingTime_ShortRt_High
cf3b688e,mMark2_InkBarRotateMaxSpeed
cf3e1cfb,mDamage_MWPUG_Max
cf4c30bb,mBurst_WaitFrm_Ch0
cf4cbcd7,mRollerHitImpactYSwingAround
cf536023,Hair00_05_Wait_Shop_Change_Shs_F
cf551c28,mCoopInkConsumeUmbrella
cf555281,back1_0101
cf555281,back1_0101_AnimReduce
cf56052a,mExposePaintRate
cf6411cb,mFocusBoneLockOnLerp
cf678862,mBulletReactionBombYLift
cf6d16a6,mExplodeCrossPaintRadius
cf6d21c7,mIsCheckMuzzleHitCanopy
cf71a1e4,mBoundMinDegToSlopeDownHillMin
cf73bf03,Breathless
cf7cec6e,Build
cf7efa01,front1_R_0105
cf7efa01,front1_R_0105_Rotate
cf8151e0,mColOffsetStrong
cf88020c,nape2_AnimReduce
cf8d2c89,mHP_Mid
cf8e5f12,mChaseBaseSpeed
cf93e42e,amiibo_Wait
cf9a9f53,mColOffsetZ
cfa1322b,mSplashDamageOutsideMaxDist
cfa18701,mN
cfa45def,SpecatorCameraParam
cfb1963c,Bound
cfb21bc6,mSpout_SplashVelL_Third
cfb81434,mSwingDownHAttack
cfba9b46,mLeapStampStNoRotCnt
cfbf0831,mShiokaraDanceAnim[0]
cfc206b6,mSpeedLimit
cfc3dd0d,Hair03_00_Wait_Shop_Twins
cfc45ca1,Jump_Twins02_Ed
cfcb9567,mRotSpeedInShot
cfcd9910,Hair01_05_ThrowHoldHigh_Piyo
cfd93905,animInterp_Npc_TentaclesB
cfdd2a94,mRainAreaFrameMid
cfe935a5,mGndColBlockOffsetY
cfe93f42,center4_0300
cfe93f42,center4_0300_Rotate
cfe9c24f,mCoopFirstGroupBurst_Damage_Middle
cfeee083,Hair00_05_ThrowBomb
cff65f5d,Hair03_00_Pose_TeamSnapshot_10times_Umbrella
d01327c2,mDamageMaxMaxChargeRate_MWPUG_Mid
d01600e4,mTrackPaintableRadius
d01f49c,ResultPosition1
d0295d5c,mActorOffset
d02e97ca,mRainDropsPaintRadiusRateHigh
d0366dec,mUnemitJumpVelY
d040e32,mSplashBurst_RotDegEachSplashAxisY
d049410,Hair02_01_WaitHold
d04bcdc1,mEnableCustomMainLightColor
d04fa767,mCoopThirdGroupBulletFirstCollsionRadiusForPlayer
d05a1cea,mSplash_C_DefaultDeg
d05c4be4,mCoconutCam_FovY_Ganmi
d05f6641,JumpShoot_Glng00
d06010f6,mTargetChaseAirMaxXZSpeed
d060febb,animInterp_Obj_PlazaTVG
d067de6a,mSphereSplashRoundAxisY3
d06d36c4,mSwingDownComboMoveAcc
d077102d,mNoticeCollisionRadius
d0815e83,mReadyDucking_AmbienceFadeOut
d0896923,mSplashParams
d08d4e71,mNameInFrame
d09c25c4,front2_R_0105
d09c25c4,front2_R_0105_Translate
d09ea9dc,mLaserPointerOffsetY
d0a55521,mWingChargeSpeedRotRatioMin
d0aa8556,mSwingDownShotSignRotFrame
d0b45e09,mShotMonitorOffset
d0b83ce,mPreDelayFrm_SquidMain
d0bffd06,mColDiffusionRadius
d0c147b7,animInterp_Obj_GeneralBox_30x45x30_Blitz_Octa
d0c2684f,mSplashNum
d0c75447,Wait_Making04
d0d09efd,mBulletHitPaintRadius
d0d7edc3,Splashed
d0db131a,Player_Spec_SpecialTime_Up
d0db131a,SpecialTime_Up
d0f732b4,mAppearColHeight
d0f89715,mBurst_CapsuleHeight_SJ
d0fb7742,WalkDamage
d0fc38a2,mHitPlayerDrapHitPlayerOffset
d0fdc01e,mJumpVelPlayerBoost
d0ffeb98,mHideActorBuffer[0]
d103898e,mAttackAnimFrame
d1042487,WaitAction1
d1084279,mSwingDownComboFrame
d114475a,mSideStepDropSplashBulletPaintDepthScaleRate
d1167f92,StaffRoll_ServiceWaitAll00
d118cbc2,legB2
d12d24d9,mBulletDrawRadiusSwellFrame
d12d7d67,mRollAngleSpeedDegPerSec
d13e3cfb,mPlayerHeightForExtraFrame
d13f6755,mArmor_MyColor_Min
d141e8db,Hair02_01_Drown
d143f932,mRandomDeg
d148ab90,mSecondStartLock
d14b88dd,mExplodeDistance
d152b1c8,mDefenceObjRadiusFlickerCancelFrame
d1553ce8,mZakoActiveMaxArray
d1591c2a,Wait_Shop_Change_Clt_M
d163483d,back1_0002
d163483d,back1_0002_Translate
